               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.013723,           0.0041232,           0.0011841,             0.99642,             0.97776,             0.98972,             0.89526,           0.0088306,           0.0024681,          0.00065413,            0.007525,            0.007525,            0.007525
                 152,            0.013548,           0.0040499,           0.0010525,             0.99647,             0.97777,             0.99054,              0.8966,           0.0088252,           0.0024671,          0.00065351,           0.0075085,           0.0075085,           0.0075085
                 153,            0.013646,           0.0041408,           0.0010358,             0.99651,              0.9778,             0.99055,              0.8955,           0.0088229,           0.0024663,          0.00065284,            0.007492,            0.007492,            0.007492
                 154,            0.013404,           0.0040366,          0.00087965,             0.99656,              0.9778,             0.99053,             0.89526,           0.0088157,           0.0024643,          0.00065109,           0.0074755,           0.0074755,           0.0074755
                 155,            0.013508,           0.0040874,          0.00099629,             0.99657,             0.97784,             0.99054,             0.89603,           0.0088102,            0.002463,          0.00064935,            0.007459,            0.007459,            0.007459
                 156,            0.013518,           0.0040573,          0.00094485,              0.9966,             0.97786,              0.9905,             0.89579,           0.0087948,           0.0024604,          0.00064954,           0.0074425,           0.0074425,           0.0074425
                 157,            0.013416,           0.0040253,          0.00097134,             0.99666,              0.9779,             0.99047,             0.89655,           0.0087788,           0.0024561,          0.00064783,            0.007426,            0.007426,            0.007426
                 158,            0.013176,           0.0039492,          0.00089054,             0.99666,             0.97789,             0.99047,             0.89588,           0.0087668,           0.0024527,          0.00064703,           0.0074095,           0.0074095,           0.0074095
                 159,            0.013366,           0.0040422,           0.0009351,             0.99667,             0.97786,             0.99033,              0.8967,           0.0087509,           0.0024501,          0.00064744,            0.007393,            0.007393,            0.007393
                 160,             0.01326,           0.0040164,           0.0009519,             0.99666,             0.97788,             0.99023,             0.89562,            0.008745,           0.0024468,          0.00064734,           0.0073765,           0.0073765,           0.0073765
                 161,            0.013529,           0.0040396,           0.0011312,             0.99671,             0.97784,             0.99016,             0.89611,           0.0087256,           0.0024432,          0.00064727,             0.00736,             0.00736,             0.00736
                 162,            0.013325,           0.0040473,          0.00096389,             0.99674,             0.97788,             0.99017,             0.89482,           0.0087127,           0.0024408,          0.00064744,           0.0073435,           0.0073435,           0.0073435
                 163,              0.0134,           0.0040421,          0.00099763,             0.99664,             0.97804,             0.99018,             0.89537,           0.0087019,           0.0024382,          0.00064634,            0.007327,            0.007327,            0.007327
                 164,            0.013433,           0.0040054,           0.0010298,             0.99665,             0.97807,             0.99013,             0.89634,           0.0086835,           0.0024353,          0.00064657,           0.0073105,           0.0073105,           0.0073105
                 165,             0.01338,            0.003988,          0.00097841,             0.99664,             0.97807,             0.99015,             0.89407,           0.0086663,           0.0024304,          0.00064612,            0.007294,            0.007294,            0.007294
                 166,            0.013309,           0.0040179,           0.0011006,             0.99665,              0.9781,             0.99027,             0.89503,           0.0086673,           0.0024294,          0.00064599,           0.0072775,           0.0072775,           0.0072775
                 167,            0.013229,           0.0040056,          0.00094841,             0.99661,             0.97819,             0.99028,             0.89418,           0.0086589,            0.002427,          0.00064399,            0.007261,            0.007261,            0.007261
                 168,            0.013591,           0.0041599,           0.0012592,             0.99661,             0.97818,             0.99035,             0.89531,           0.0086434,           0.0024252,          0.00064281,           0.0072445,           0.0072445,           0.0072445
                 169,            0.013514,           0.0041229,           0.0013079,             0.99664,             0.97819,             0.99036,             0.89729,           0.0086295,           0.0024237,          0.00064032,            0.007228,            0.007228,            0.007228
                 170,            0.013378,           0.0040633,          0.00099325,             0.99668,             0.97819,             0.99039,             0.89647,           0.0086178,           0.0024212,          0.00064026,           0.0072115,           0.0072115,           0.0072115
                 171,            0.013145,           0.0040028,          0.00095895,             0.99669,             0.97822,              0.9904,             0.89661,           0.0086073,           0.0024178,          0.00064041,            0.007195,            0.007195,            0.007195
                 172,            0.013298,           0.0040476,          0.00091102,             0.99674,             0.97818,              0.9904,             0.89818,           0.0085951,            0.002415,          0.00064081,           0.0071785,           0.0071785,           0.0071785
                 173,            0.013258,           0.0039981,            0.001058,             0.99676,             0.97821,             0.99038,             0.89785,           0.0085842,            0.002413,          0.00064135,            0.007162,            0.007162,            0.007162
                 174,            0.013357,           0.0040602,           0.0011498,             0.99682,              0.9782,             0.99039,             0.89928,            0.008574,           0.0024105,          0.00063998,           0.0071455,           0.0071455,           0.0071455
                 175,            0.013227,           0.0040297,           0.0010257,             0.99685,             0.97819,             0.99038,             0.89922,           0.0085764,           0.0024111,          0.00063786,            0.007129,            0.007129,            0.007129
                 176,             0.01312,           0.0039113,          0.00086832,             0.99683,             0.97823,             0.99041,             0.89955,           0.0085719,           0.0024106,          0.00063722,           0.0071125,           0.0071125,           0.0071125
                 177,            0.013204,           0.0039413,           0.0008795,             0.99684,             0.97818,             0.99043,             0.89906,           0.0085625,           0.0024083,          0.00063728,            0.007096,            0.007096,            0.007096
                 178,            0.012976,           0.0039518,          0.00099047,             0.99689,             0.97813,             0.99047,              0.8984,           0.0085515,           0.0024048,          0.00063659,           0.0070795,           0.0070795,           0.0070795
                 179,            0.013188,           0.0039575,           0.0010294,             0.99691,             0.97814,             0.99052,             0.89745,            0.008541,           0.0024023,          0.00063491,            0.007063,            0.007063,            0.007063
                 180,            0.013322,           0.0039883,           0.0010646,             0.99689,             0.97809,             0.99055,             0.89745,           0.0085353,           0.0023998,          0.00063345,           0.0070465,           0.0070465,           0.0070465
                 181,            0.013196,           0.0039214,          0.00093264,              0.9969,             0.97807,              0.9905,             0.89779,           0.0085239,           0.0023968,          0.00063322,             0.00703,             0.00703,             0.00703
                 182,            0.013097,           0.0039533,            0.001042,             0.99693,             0.97807,             0.99047,             0.89849,           0.0085139,           0.0023948,          0.00063158,           0.0070135,           0.0070135,           0.0070135
                 183,            0.013051,           0.0039528,          0.00098377,             0.99688,             0.97806,             0.99041,               0.899,           0.0085043,           0.0023917,          0.00063107,            0.006997,            0.006997,            0.006997
                 184,             0.01315,            0.003962,           0.0010722,             0.99688,             0.97806,             0.99046,              0.8993,           0.0084893,           0.0023877,          0.00062929,           0.0069805,           0.0069805,           0.0069805
                 185,            0.013038,           0.0039687,          0.00088293,             0.99686,             0.97805,             0.99047,              0.8988,           0.0084818,           0.0023857,          0.00062861,            0.006964,            0.006964,            0.006964
                 186,            0.012942,           0.0039405,          0.00093275,             0.99685,             0.97809,             0.99054,             0.89843,           0.0084786,           0.0023844,          0.00062783,           0.0069475,           0.0069475,           0.0069475
                 187,            0.012853,           0.0038951,          0.00091732,             0.99684,             0.97811,             0.99049,             0.89836,           0.0084735,           0.0023827,          0.00062728,            0.006931,            0.006931,            0.006931
                 188,            0.013032,           0.0039122,            0.001042,             0.99682,             0.97812,             0.99055,             0.89807,           0.0084756,           0.0023826,          0.00062609,           0.0069145,           0.0069145,           0.0069145
                 189,            0.012674,           0.0038927,          0.00082321,             0.99683,             0.97804,             0.99058,             0.89772,           0.0084734,            0.002381,          0.00062548,            0.006898,            0.006898,            0.006898
                 190,            0.012922,           0.0039545,          0.00095453,             0.99678,             0.97806,             0.99056,             0.89851,           0.0084658,           0.0023783,          0.00062217,           0.0068815,           0.0068815,           0.0068815
                 191,            0.012897,           0.0039265,          0.00092038,             0.99671,              0.9781,             0.99065,             0.89721,            0.008456,           0.0023762,          0.00062103,            0.006865,            0.006865,            0.006865
                 192,             0.01281,           0.0038958,          0.00098266,             0.99668,             0.97813,              0.9887,             0.89834,           0.0084423,           0.0023733,          0.00061868,           0.0068485,           0.0068485,           0.0068485
                 193,            0.012726,           0.0038946,          0.00092689,             0.99666,             0.97815,              0.9887,             0.89918,           0.0084266,           0.0023701,          0.00061663,            0.006832,            0.006832,            0.006832
                 194,            0.012973,           0.0039782,            0.001035,             0.99663,              0.9782,             0.98866,             0.89928,           0.0084164,           0.0023692,          0.00061441,           0.0068155,           0.0068155,           0.0068155
                 195,            0.012842,           0.0038833,          0.00091172,             0.99663,             0.97821,             0.98866,             0.89965,           0.0084084,            0.002366,          0.00061254,            0.006799,            0.006799,            0.006799
                 196,            0.012792,           0.0039253,          0.00085072,             0.99659,             0.97819,             0.98864,             0.89921,           0.0083979,           0.0023627,          0.00061199,           0.0067825,           0.0067825,           0.0067825
                 197,            0.012799,           0.0039492,          0.00089575,              0.9966,              0.9782,             0.98857,             0.89906,           0.0083881,             0.00236,          0.00061191,            0.006766,            0.006766,            0.006766
                 198,             0.01279,           0.0039321,          0.00099429,             0.99662,             0.97819,             0.98857,             0.89986,           0.0083786,           0.0023567,          0.00061026,           0.0067495,           0.0067495,           0.0067495
                 199,            0.012906,           0.0039462,           0.0010171,             0.99663,             0.97817,             0.98855,             0.90006,           0.0083689,           0.0023542,          0.00060973,            0.006733,            0.006733,            0.006733
                 200,            0.012677,           0.0039271,          0.00091415,             0.99661,             0.97815,             0.98857,             0.89992,           0.0083614,           0.0023537,          0.00060844,           0.0067165,           0.0067165,           0.0067165
                 201,            0.012935,           0.0039854,           0.0010978,             0.99663,             0.97809,             0.98857,             0.90026,           0.0083563,           0.0023531,          0.00060774,              0.0067,              0.0067,              0.0067
                 202,            0.013041,           0.0039808,           0.0012721,             0.99662,             0.97805,             0.98852,             0.90174,           0.0083485,           0.0023514,          0.00060852,           0.0066835,           0.0066835,           0.0066835
                 203,            0.013111,           0.0039382,           0.0011351,             0.99659,             0.97798,             0.98855,             0.90143,            0.008346,            0.002351,          0.00060923,            0.006667,            0.006667,            0.006667
                 204,            0.012771,           0.0038792,          0.00092816,             0.99657,             0.97798,             0.98858,             0.90199,           0.0083432,           0.0023501,           0.0006099,           0.0066505,           0.0066505,           0.0066505
                 205,            0.012662,           0.0039025,           0.0008601,             0.99656,             0.97793,             0.98857,              0.9015,           0.0083384,           0.0023494,          0.00060895,            0.006634,            0.006634,            0.006634
                 206,            0.012611,           0.0039281,          0.00089456,             0.99442,              0.9759,             0.98733,             0.90106,           0.0083404,           0.0023494,          0.00060811,           0.0066175,           0.0066175,           0.0066175
                 207,            0.012662,           0.0038817,          0.00095179,             0.99443,             0.97584,             0.98733,             0.90259,           0.0083384,           0.0023483,          0.00060624,            0.006601,            0.006601,            0.006601
                 208,             0.01275,           0.0039124,           0.0010309,             0.99443,             0.97574,             0.98736,             0.90289,           0.0083324,           0.0023482,          0.00060592,           0.0065845,           0.0065845,           0.0065845
                 209,            0.012601,           0.0038565,           0.0008329,             0.99652,             0.97782,             0.98863,             0.90247,           0.0083206,           0.0023466,          0.00060506,            0.006568,            0.006568,            0.006568
                 210,            0.012736,           0.0038104,          0.00088948,             0.99653,             0.97784,             0.98859,             0.90254,           0.0083192,           0.0023453,          0.00060316,           0.0065515,           0.0065515,           0.0065515
                 211,            0.012867,           0.0039226,           0.0010776,             0.99653,             0.97786,             0.98859,             0.90135,           0.0083098,            0.002345,          0.00060104,            0.006535,            0.006535,            0.006535
                 212,            0.012587,           0.0038899,           0.0010394,             0.99656,              0.9779,             0.98859,             0.90249,           0.0083103,           0.0023448,           0.0006002,           0.0065185,           0.0065185,           0.0065185
                 213,            0.012783,           0.0039138,           0.0010419,             0.99655,             0.97791,             0.98856,             0.90234,           0.0083094,           0.0023439,          0.00059746,            0.006502,            0.006502,            0.006502
                 214,            0.012814,           0.0039672,           0.0010401,             0.99653,             0.97785,             0.98854,             0.90302,           0.0083108,           0.0023439,          0.00059601,           0.0064855,           0.0064855,           0.0064855
                 215,            0.012671,           0.0038094,          0.00096281,             0.99654,              0.9778,             0.98856,             0.90304,           0.0083132,            0.002344,          0.00059593,            0.006469,            0.006469,            0.006469
                 216,            0.012982,           0.0039612,           0.0010931,             0.99441,             0.97573,             0.98742,             0.90163,           0.0083119,           0.0023439,          0.00059475,           0.0064525,           0.0064525,           0.0064525
                 217,            0.012591,           0.0039039,          0.00092413,             0.99442,              0.9757,             0.98744,             0.90343,            0.008297,           0.0023419,          0.00059274,            0.006436,            0.006436,            0.006436
                 218,            0.012814,           0.0039473,          0.00095917,             0.99442,              0.9757,             0.98746,             0.90393,           0.0082813,             0.00234,           0.0005913,           0.0064195,           0.0064195,           0.0064195
                 219,            0.012528,           0.0039044,          0.00092589,             0.99443,             0.97572,             0.98748,             0.90518,           0.0082728,           0.0023386,          0.00059076,            0.006403,            0.006403,            0.006403
                 220,             0.01247,           0.0038498,          0.00090092,             0.99442,             0.97575,             0.98748,              0.9048,           0.0082588,           0.0023363,          0.00058944,           0.0063865,           0.0063865,           0.0063865
                 221,            0.012264,           0.0038317,          0.00093311,             0.99442,             0.97586,             0.98746,             0.90415,           0.0082531,           0.0023347,          0.00058888,             0.00637,             0.00637,             0.00637
                 222,            0.012422,           0.0038529,          0.00086963,              0.9944,             0.97588,             0.98744,             0.90343,           0.0082473,           0.0023324,          0.00058899,           0.0063535,           0.0063535,           0.0063535
                 223,             0.01224,           0.0037305,          0.00084669,             0.99437,             0.97586,             0.98744,              0.9051,           0.0082339,           0.0023301,          0.00058811,            0.006337,            0.006337,            0.006337
                 224,            0.012259,           0.0038027,           0.0010015,             0.99437,             0.97586,             0.98744,             0.90493,           0.0082338,           0.0023294,          0.00058609,           0.0063205,           0.0063205,           0.0063205
                 225,            0.012457,           0.0038249,            0.001033,             0.99436,             0.97587,             0.98741,             0.90494,           0.0082255,           0.0023267,          0.00058395,            0.006304,            0.006304,            0.006304
                 226,            0.012479,           0.0038367,          0.00089088,             0.99435,             0.97586,             0.98738,              0.9051,           0.0082172,           0.0023238,          0.00058265,           0.0062875,           0.0062875,           0.0062875
                 227,             0.01233,           0.0037828,          0.00090682,             0.99434,             0.97586,             0.98744,             0.90587,           0.0082134,           0.0023217,          0.00058169,            0.006271,            0.006271,            0.006271
                 228,            0.012452,           0.0037895,          0.00090114,             0.99437,             0.97585,             0.98744,             0.90446,           0.0082106,           0.0023195,          0.00058082,           0.0062545,           0.0062545,           0.0062545
                 229,            0.012191,           0.0037779,          0.00081171,             0.99435,             0.97583,             0.98742,             0.90464,           0.0082074,           0.0023169,             0.00058,            0.006238,            0.006238,            0.006238
                 230,            0.012508,           0.0038911,           0.0010078,             0.99438,             0.97581,             0.98744,             0.90492,           0.0081926,           0.0023151,          0.00057814,           0.0062215,           0.0062215,           0.0062215
                 231,             0.01231,           0.0038075,          0.00092766,             0.99441,             0.97582,             0.98748,             0.90584,           0.0081791,           0.0023131,          0.00057667,            0.006205,            0.006205,            0.006205
                 232,            0.012736,            0.003859,           0.0012836,             0.99442,             0.97583,             0.98738,             0.90655,            0.008175,           0.0023119,          0.00057545,           0.0061885,           0.0061885,           0.0061885
                 233,            0.013178,           0.0040478,           0.0012124,             0.99442,             0.97585,             0.98747,              0.9071,           0.0081676,           0.0023119,           0.0005709,            0.006172,            0.006172,            0.006172
                 234,            0.012493,           0.0038131,          0.00092081,             0.99442,             0.97583,              0.9875,             0.90635,            0.008151,           0.0023099,          0.00056936,           0.0061555,           0.0061555,           0.0061555
                 235,             0.01224,             0.00375,          0.00091324,             0.99442,             0.97584,              0.9875,             0.90695,           0.0081441,           0.0023093,          0.00056787,            0.006139,            0.006139,            0.006139
                 236,            0.012242,           0.0037983,          0.00090653,              0.9944,             0.97587,             0.98741,             0.90591,           0.0081443,           0.0023087,          0.00056587,           0.0061225,           0.0061225,           0.0061225
                 237,            0.012412,           0.0038626,          0.00098543,             0.99439,             0.97589,             0.98748,             0.90599,           0.0081455,           0.0023098,          0.00056534,            0.006106,            0.006106,            0.006106
                 238,            0.012308,           0.0037791,          0.00094474,             0.99442,             0.97587,             0.98751,              0.9064,           0.0081367,           0.0023084,           0.0005658,           0.0060895,           0.0060895,           0.0060895
                 239,            0.012118,           0.0037564,          0.00079689,             0.99446,              0.9759,             0.98747,             0.90712,            0.008128,           0.0023054,          0.00056578,            0.006073,            0.006073,            0.006073
                 240,            0.012096,            0.003716,          0.00082318,             0.99443,             0.97594,             0.98751,             0.90748,           0.0081178,           0.0023028,          0.00056504,           0.0060565,           0.0060565,           0.0060565
                 241,             0.01226,            0.003749,          0.00085922,             0.99443,             0.97596,             0.98751,             0.90791,           0.0081089,           0.0023021,          0.00056406,             0.00604,             0.00604,             0.00604
                 242,            0.012053,           0.0037199,          0.00076108,             0.99443,             0.97597,             0.98749,             0.90861,           0.0081041,           0.0023003,          0.00056336,           0.0060235,           0.0060235,           0.0060235
                 243,            0.012079,            0.003704,          0.00092559,             0.99441,               0.976,             0.98749,             0.90784,           0.0080952,           0.0022982,          0.00056217,            0.006007,            0.006007,            0.006007
                 244,             0.01194,            0.003736,          0.00092139,              0.9944,             0.97604,             0.98744,              0.9074,           0.0080824,           0.0022956,           0.0005613,           0.0059905,           0.0059905,           0.0059905
                 245,            0.012341,           0.0038008,          0.00095419,             0.99442,             0.97607,             0.98744,             0.90675,           0.0080747,           0.0022944,          0.00056085,            0.005974,            0.005974,            0.005974
                 246,            0.012052,           0.0037861,           0.0008456,             0.99438,             0.97613,             0.98744,             0.90621,           0.0080631,           0.0022906,          0.00055999,           0.0059575,           0.0059575,           0.0059575
                 247,            0.012455,           0.0038032,           0.0011568,             0.99437,             0.97616,             0.98739,             0.90618,            0.008053,           0.0022868,          0.00055976,            0.005941,            0.005941,            0.005941
                 248,            0.012263,           0.0037535,          0.00085861,             0.99437,             0.97619,             0.98743,             0.90564,           0.0080383,           0.0022841,          0.00055924,           0.0059245,           0.0059245,           0.0059245
                 249,             0.01207,           0.0037547,          0.00083461,             0.99432,             0.97623,              0.9874,             0.90769,           0.0080274,           0.0022826,          0.00055793,            0.005908,            0.005908,            0.005908
                 250,            0.011962,           0.0036985,          0.00081512,             0.99434,             0.97625,              0.9874,             0.90852,           0.0080165,           0.0022803,          0.00055744,           0.0058915,           0.0058915,           0.0058915
                 251,            0.011971,           0.0037726,          0.00088573,             0.99432,              0.9763,              0.9874,             0.90815,           0.0080133,           0.0022797,          0.00055627,            0.005875,            0.005875,            0.005875
                 252,            0.012017,           0.0037379,          0.00083717,             0.99433,             0.97634,             0.98741,             0.90828,           0.0080035,           0.0022764,          0.00055442,           0.0058585,           0.0058585,           0.0058585
                 253,            0.011943,           0.0036718,          0.00081153,             0.99429,             0.97636,             0.98741,             0.90842,           0.0079957,           0.0022737,          0.00055254,            0.005842,            0.005842,            0.005842
                 254,            0.012089,           0.0037637,          0.00092526,             0.99427,             0.97639,              0.9874,             0.90932,           0.0079912,           0.0022719,          0.00055118,           0.0058255,           0.0058255,           0.0058255
                 255,            0.011904,           0.0036588,          0.00090867,             0.99428,             0.97639,             0.98741,             0.90844,           0.0079775,           0.0022693,           0.0005499,            0.005809,            0.005809,            0.005809
                 256,             0.01198,           0.0037192,          0.00080033,             0.99419,             0.97644,              0.9874,             0.90809,           0.0079713,           0.0022678,          0.00054882,           0.0057925,           0.0057925,           0.0057925
                 257,            0.012003,            0.003676,          0.00085319,             0.99408,             0.97656,             0.98738,             0.90865,           0.0079569,            0.002266,          0.00054731,            0.005776,            0.005776,            0.005776
                 258,            0.012045,           0.0037175,          0.00097034,             0.99387,             0.97677,             0.98739,             0.90917,           0.0079471,           0.0022635,          0.00054562,           0.0057595,           0.0057595,           0.0057595
                 259,            0.011977,           0.0037013,          0.00086857,             0.99386,             0.97685,             0.98737,             0.90967,           0.0079422,           0.0022619,          0.00054422,            0.005743,            0.005743,            0.005743
                 260,            0.011689,           0.0036653,          0.00075894,             0.99373,             0.97702,             0.98736,             0.90922,           0.0079323,           0.0022582,           0.0005431,           0.0057265,           0.0057265,           0.0057265
                 261,            0.011973,           0.0037005,          0.00087091,              0.9937,             0.97711,             0.98734,             0.90957,           0.0079323,           0.0022562,          0.00054187,             0.00571,             0.00571,             0.00571
                 262,            0.011861,           0.0036544,          0.00077844,             0.99353,             0.97726,             0.98729,             0.90965,           0.0079347,           0.0022544,          0.00054139,           0.0056935,           0.0056935,           0.0056935
                 263,            0.011793,           0.0036646,          0.00081327,             0.99349,             0.97738,             0.98633,             0.90985,           0.0079245,           0.0022509,          0.00054068,            0.005677,            0.005677,            0.005677
                 264,            0.011916,           0.0037365,          0.00082355,             0.99337,             0.97753,             0.98633,             0.91014,           0.0079145,           0.0022481,          0.00053931,           0.0056605,           0.0056605,           0.0056605
                 265,            0.011891,           0.0036835,          0.00087849,             0.99333,             0.97764,             0.98633,              0.9103,           0.0079063,           0.0022457,          0.00053811,            0.005644,            0.005644,            0.005644
                 266,             0.01174,           0.0035836,          0.00079068,             0.99328,             0.97778,             0.98633,             0.90994,           0.0078965,           0.0022446,          0.00053723,           0.0056275,           0.0056275,           0.0056275
                 267,            0.011691,            0.003601,          0.00079636,             0.99327,             0.97781,             0.98634,             0.91006,           0.0078923,           0.0022424,          0.00053647,            0.005611,            0.005611,            0.005611
                 268,            0.011678,           0.0036162,          0.00081679,             0.99319,              0.9779,             0.98633,              0.9101,            0.007885,           0.0022407,          0.00053509,           0.0055945,           0.0055945,           0.0055945
                 269,              0.0117,           0.0036476,          0.00079839,             0.99327,             0.97784,             0.98633,             0.91127,           0.0078758,           0.0022379,          0.00053432,            0.005578,            0.005578,            0.005578
                 270,            0.011542,           0.0036028,          0.00077813,             0.99323,             0.97792,             0.98633,             0.91258,           0.0078676,           0.0022357,          0.00053297,           0.0055615,           0.0055615,           0.0055615
                 271,            0.011664,           0.0036299,          0.00080383,             0.99315,             0.97803,             0.98634,             0.91236,           0.0078645,           0.0022344,           0.0005328,            0.005545,            0.005545,            0.005545
                 272,            0.011575,           0.0035883,          0.00079254,             0.99312,             0.97811,             0.98634,             0.91202,           0.0078573,           0.0022325,          0.00053218,           0.0055285,           0.0055285,           0.0055285
                 273,            0.011538,           0.0036436,          0.00080298,             0.99314,             0.97809,             0.98706,             0.91313,           0.0078576,           0.0022315,          0.00053187,            0.005512,            0.005512,            0.005512
                 274,            0.011753,           0.0036932,          0.00094875,             0.99314,             0.97811,             0.98716,             0.91393,           0.0078507,           0.0022276,          0.00053114,           0.0054955,           0.0054955,           0.0054955
                 275,            0.011768,           0.0037183,          0.00093126,             0.99309,             0.97819,             0.98712,             0.91434,           0.0078441,           0.0022245,          0.00053013,            0.005479,            0.005479,            0.005479
                 276,             0.01168,           0.0036867,          0.00082389,             0.99308,             0.97828,             0.98709,             0.91383,           0.0078423,           0.0022232,          0.00052967,           0.0054625,           0.0054625,           0.0054625
                 277,            0.011554,           0.0035841,          0.00086023,             0.99307,             0.97835,             0.98708,             0.91285,           0.0078344,           0.0022208,          0.00052955,            0.005446,            0.005446,            0.005446
                 278,            0.011745,           0.0036496,           0.0008441,             0.99301,             0.97846,             0.98634,             0.91349,           0.0078274,           0.0022181,          0.00052978,           0.0054295,           0.0054295,           0.0054295
                 279,            0.011565,           0.0036615,          0.00086643,             0.99302,             0.97851,             0.98634,             0.91296,           0.0078255,            0.002217,          0.00052984,            0.005413,            0.005413,            0.005413
                 280,            0.011738,           0.0037095,          0.00094301,             0.99302,             0.97863,             0.98634,              0.9131,           0.0078192,           0.0022151,          0.00052899,           0.0053965,           0.0053965,           0.0053965
                 281,            0.011827,           0.0036899,           0.0008903,             0.99304,             0.97873,             0.98634,              0.9127,           0.0078139,           0.0022139,          0.00052863,             0.00538,             0.00538,             0.00538
                 282,            0.011571,           0.0036685,          0.00081191,             0.99304,             0.97878,             0.98634,             0.91258,           0.0078043,            0.002212,          0.00052801,           0.0053635,           0.0053635,           0.0053635
                 283,            0.011411,           0.0036122,           0.0008573,             0.99308,             0.97883,             0.98638,             0.91397,            0.007792,           0.0022084,           0.0005277,            0.005347,            0.005347,            0.005347
                 284,            0.011541,           0.0036221,           0.0008255,             0.99314,             0.97891,             0.98638,             0.91399,           0.0077843,           0.0022071,          0.00052694,           0.0053305,           0.0053305,           0.0053305
                 285,            0.011659,           0.0036111,          0.00078592,             0.99318,             0.97903,             0.98638,             0.91505,           0.0077844,           0.0022062,          0.00052659,            0.005314,            0.005314,            0.005314
                 286,            0.011578,           0.0036213,           0.0010116,             0.99321,             0.97906,             0.98638,             0.91553,            0.007778,           0.0022038,          0.00052659,           0.0052975,           0.0052975,           0.0052975
                 287,            0.011691,           0.0036942,          0.00092855,             0.99322,             0.97909,             0.98638,             0.91464,           0.0077679,           0.0022018,          0.00052554,            0.005281,            0.005281,            0.005281
                 288,            0.011525,           0.0036932,          0.00085432,             0.99325,             0.97911,             0.98638,             0.91547,           0.0077638,           0.0021999,           0.0005242,           0.0052645,           0.0052645,           0.0052645
                 289,            0.011485,           0.0035961,          0.00079177,             0.99325,             0.97913,             0.98634,             0.91629,           0.0077601,           0.0021981,          0.00052302,            0.005248,            0.005248,            0.005248
                 290,            0.011509,            0.003616,          0.00079232,              0.9933,             0.97914,             0.98634,             0.91588,            0.007754,           0.0021969,          0.00052128,           0.0052315,           0.0052315,           0.0052315
                 291,            0.011477,           0.0036499,          0.00091399,             0.99334,             0.97913,             0.98634,             0.91579,           0.0077534,           0.0021963,          0.00052041,            0.005215,            0.005215,            0.005215
                 292,            0.011488,           0.0035719,          0.00076542,             0.99339,             0.97911,              0.9863,             0.91565,           0.0077519,           0.0021952,          0.00052002,           0.0051985,           0.0051985,           0.0051985
                 293,            0.011727,           0.0036175,           0.0010257,             0.99341,             0.97909,             0.98629,             0.91604,            0.007746,            0.002194,           0.0005193,            0.005182,            0.005182,            0.005182
                 294,            0.011578,            0.003613,          0.00084246,             0.99339,             0.97911,             0.98634,             0.91515,           0.0077454,           0.0021922,          0.00051918,           0.0051655,           0.0051655,           0.0051655
                 295,            0.011435,           0.0035752,          0.00081718,             0.99341,              0.9791,             0.98638,             0.91502,           0.0077367,           0.0021904,          0.00051932,            0.005149,            0.005149,            0.005149
                 296,            0.011615,           0.0036579,          0.00091186,             0.99341,              0.9791,             0.98638,             0.91507,           0.0077319,           0.0021901,          0.00051779,           0.0051325,           0.0051325,           0.0051325
                 297,            0.011544,           0.0036687,          0.00082393,             0.99342,             0.97907,             0.98634,              0.9158,           0.0077224,           0.0021858,          0.00051668,            0.005116,            0.005116,            0.005116
                 298,            0.011328,           0.0036093,          0.00072326,             0.99342,             0.97901,             0.98634,             0.91534,           0.0077175,            0.002184,          0.00051582,           0.0050995,           0.0050995,           0.0050995
                 299,            0.011311,           0.0035688,          0.00075725,             0.99341,             0.97903,             0.98634,              0.9145,           0.0077215,           0.0021829,          0.00051529,            0.005083,            0.005083,            0.005083
                 300,            0.011761,           0.0037112,            0.001013,             0.99343,             0.97893,             0.98634,              0.9149,           0.0077301,           0.0021824,          0.00051485,           0.0050665,           0.0050665,           0.0050665
                 301,            0.011586,           0.0037228,          0.00090322,             0.99346,             0.97893,             0.98634,              0.9149,           0.0077298,           0.0021816,           0.0005142,             0.00505,             0.00505,             0.00505
                 302,            0.011255,           0.0035715,           0.0007462,             0.99348,             0.97897,             0.98634,              0.9132,           0.0077367,            0.002181,          0.00051306,           0.0050335,           0.0050335,           0.0050335
                 303,            0.011352,            0.003552,          0.00071976,             0.99349,             0.97902,             0.98634,             0.91386,           0.0077365,           0.0021803,          0.00051236,            0.005017,            0.005017,            0.005017
                 304,            0.011376,           0.0035286,          0.00091045,             0.99355,              0.9789,             0.98638,             0.91372,           0.0077372,           0.0021794,          0.00051181,           0.0050005,           0.0050005,           0.0050005
                 305,            0.011329,           0.0036003,          0.00078597,             0.99357,             0.97891,             0.98638,             0.91261,           0.0077337,           0.0021779,          0.00050979,            0.004984,            0.004984,            0.004984
                 306,            0.011432,           0.0035498,           0.0008187,             0.99358,             0.97896,             0.98638,             0.91338,           0.0077401,            0.002177,           0.0005088,           0.0049675,           0.0049675,           0.0049675
                 307,            0.011441,           0.0036112,           0.0010062,             0.99364,             0.97894,             0.98638,              0.9142,           0.0077429,           0.0021751,          0.00050815,            0.004951,            0.004951,            0.004951
